subject_id_namespace	subject_id	collection_id_namespace	collection_id
cfde_id_namespace_id:BCDC	SW190627-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190711-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190711-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190711-07A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190712-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190712-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190716-07A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190716-08A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190716-09A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190716-10A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190719-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190723-07A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190723-08A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190723-09A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190723-10A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190809-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190809-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190809-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190816-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190816-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190816-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191003-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191014-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191014-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191014-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191014-04A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191119-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191119-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191203-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW191203-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW200116-03A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW200121-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW200121-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW200123-01A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW200123-02A	cfde_id_namespace_id:BCDC	dong_retro
cfde_id_namespace_id:BCDC	SW190321-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190321-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190321-06A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190801-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190801-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190801-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190801-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190808-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190808-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190808-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190808-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190808-06A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190809-07A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190809-08A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190809-09A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190813-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190813-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190813-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190905-06A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190910-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190910-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190927-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW190927-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191001-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191001-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191001-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191001-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191001-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191015-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191015-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191015-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191017-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191017-02A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191210-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191210-04A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191210-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW191212-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW200107-01A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW200107-03A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	SW200108-05A	cfde_id_namespace_id:BCDC	dong_trio
cfde_id_namespace_id:BCDC	CEMBA171104_P1;CEMBA171104_P2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171027_T3;CEMBA171027_T4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171027_T1;CEMBA171028_T2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171104_P3;CEMBA171104_P4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171201_B1;CEMBA171201_B2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171201_B3;CEMBA171201_B4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171104_P4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171201_B1;CEMBA171201_B2;CEMBA171201_B3;CEMBA171201_B4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180130_C1;CEMBA180130_C2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180209_B5;CEMBA180216_B7	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180219_R1;CEMBA180220_R2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180220_R3;CEMBA180220_R4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180228_V1;CEMBA180228_V2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180228_V3;CEMBA180301_V4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180327_C5;CEMBA180327_C6	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA171201_B1;CEMBA171201_B3	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180829_T8;CEMBA180829_T9	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180828_T5;CEMBA180828_T6	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180911_H1;CEMBA180911_H2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA180911_H3;CEMBA180911_H4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190313_A3;CEMBA190313_A4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190313_A1;CEMBA190313_A2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190313_A2;CEMBA190313_A1	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190313_A4;CEMBA190313_A3	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190214_W5;CEMBA190214_W6	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190215_W8;CEMBA190219_W10	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190722_W13;CEMBA190722_W14	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190722_W11;CEMBA190722_W12	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190822_W17;CEMBA190822_W18	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA190821_W15;CEMBA190821_W16	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA191001_F1;CEMBA190930_F2	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA191118_F4;CEMBA191223_F7	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA200220_E2;CEMBA200220_E3	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	CEMBA200222_E4	cfde_id_namespace_id:BCDC	ecker_sn_mCseq_retro
cfde_id_namespace_id:BCDC	SW171120-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW171120-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW171120-04A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW171120-05A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW171219-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180214-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180509-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180509-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180509-05A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180510-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180510-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180510-03A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180510-04A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180510-05A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW180606-05A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW181217-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW181217-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW181219-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW181219-04A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190528-02A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190528-04A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190606-07A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190607-01A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190905-10A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190906-09A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190906-10A	cfde_id_namespace_id:BCDC	ecker_trio
cfde_id_namespace_id:BCDC	SW190909-01A	cfde_id_namespace_id:BCDC	ecker_trio
