biosample_id_namespace	biosample_id	subject_id_namespace	subject_id
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPFLd181102a	cfde_id_namespace_id:BCDC	F003
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPFLd181102b	cfde_id_namespace_id:BCDC	F003
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPFLd181102c	cfde_id_namespace_id:BCDC	F003
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPRMd181112b	cfde_id_namespace_id:BCDC	M005
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPRMd181112c	cfde_id_namespace_id:BCDC	M005
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPRMd181112d	cfde_id_namespace_id:BCDC	M005
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiPRMd181112e	cfde_id_namespace_id:BCDC	M005
cfde_id_namespace_id:BCDC	pBICCNsMMrCBiVIIId181030	cfde_id_namespace_id:BCDC	M005
cfde_id_namespace_id:BCDC	pBICCNsMMrCCB4i1FB4d180909	cfde_id_namespace_id:BCDC	F001
cfde_id_namespace_id:BCDC	pBICCNsMMrCCJ2i1FJ2d180912	cfde_id_namespace_id:BCDC	F001
cfde_id_namespace_id:BCDC	pBICCNsMMrCCK2i1FK2d180912b	cfde_id_namespace_id:BCDC	F001
cfde_id_namespace_id:BCDC	pBICCNsMMrCPi7107111Td180702a	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrCPi7107112Bd180619	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrCUL45i7027035Td180403a	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrCUL45i7027035Td180403b	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrCUL45i7027036Bd180403a	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrCUL45i7027036Bd180403b	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrENTIi698699ETd180327	cfde_id_namespace_id:BCDC	MD698_699
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi7167175Td180614b	cfde_id_namespace_id:BCDC	MD716_717
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi72072110Bd180702a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi72072110Bd180702b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi72072110Bd180702c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi72072110Bd180702d	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi7207219Td180703a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi7207219Td180703b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi7207219Td180703c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrENTLi7207219Td180703d	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrHPFi7187195Td180620	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrHPFi7187196Bd180618	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrHYPi7187193Td180715a	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrLSCi73614d180830a	cfde_id_namespace_id:BCDC	MD734_736
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi70470510Td180328	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi70470511Bd180328	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi70470512Bd180328a	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi70470512Bd180328b	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi70470512Bd180328c	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrMOPi7047059Td180328	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrNACi7364d180830a	cfde_id_namespace_id:BCDC	MD734_736
cfde_id_namespace_id:BCDC	pBICCNsMMrNACi7364d180830b	cfde_id_namespace_id:BCDC	MD736_736
cfde_id_namespace_id:BCDC	pBICCNsMMrORBi7167171Td180614a	cfde_id_namespace_id:BCDC	MD716_717
cfde_id_namespace_id:BCDC	pBICCNsMMrORBi7167171Td180614b	cfde_id_namespace_id:BCDC	MD716_717
cfde_id_namespace_id:BCDC	pBICCNsMMrORBi7167172Bd180613a	cfde_id_namespace_id:BCDC	MD716_717
cfde_id_namespace_id:BCDC	pBICCNsMMrORBi7167172Bd180613b	cfde_id_namespace_id:BCDC	MD716_717
cfde_id_namespace_id:BCDC	pBICCNsMMrORBPLi7207211Td180627	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrPIRi7107113Td180702a	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPIRi7107113Td180702b	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPIRi7107113Td180702c	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPIRi7107114Bd180619	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNCi7107116Bd180619	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNCi7107118Bd180619	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNRi7107115Td180702a	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNRi7107115Td180702b	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNRi7107115Td180702c	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrPRNRi7107117Td180702	cfde_id_namespace_id:BCDC	MD710_711
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi70470513Td180328	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi70470514Bd180328	cfde_id_namespace_id:BCDC	MD704_705
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207217Td180703a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207217Td180703b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207217Td180703c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207218Bd180702a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207218Bd180702b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSCSi7207218Bd180702c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207215Td180703a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207215Td180703b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207215Td180703c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207216Bd180715a	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207216Bd180715b	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSNRSNCi7207216Bd180715c	cfde_id_namespace_id:BCDC	MD720_721
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7027033Td180403	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7027034d180403a	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7027034d180403b	cfde_id_namespace_id:BCDC	MD702_703
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7187191Td180620a	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7187191Td180620b	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7187191Td180620c	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrSSPi7187192Bd180618	cfde_id_namespace_id:BCDC	MD718_719
cfde_id_namespace_id:BCDC	pBICCNsMMrVISPi700701RBd180325	cfde_id_namespace_id:BCDC	MD700_701
cfde_id_namespace_id:BCDC	170505_KM_FezfLSLflpS1ABC1female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170506_KM_PlexLSLflpS1ABC1female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170519_KM_PlexLSLflpS1ABC2male_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170609_WG_KM_Tle4LSLflp_ABCfemale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170702_KM_fezfABC_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170928_KM_Foxp2-cres1inj_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	170928_KM_Foxp2-cres1inj	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171003_KM_Foxp2s1abcmale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171005_KM_Foxp2Cres1abcmale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171106_KM_Tle4_LSLflp_ABCfemale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171107_KM_Tle4_LSLflp_ABCmale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171108_KM_Tle4_LSLflp_ABCmale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	171109_KM_Tle4_LSLflp_ABCfemale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180402_HK_KM_PlexinLSLflp_ALM_femaleA1_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180403_HK_KM_Tle4LSLflp_S1_maleA3_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180406_WG_KM_PlxnD1_S1_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180410_HK_KM_PlexinD1_ALM_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180514_HK_Tle4V2MmaleA13_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180515_HK_Tle4ParietalmaleA14_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180517_HK_Tle4CingfemaleA16_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180525_WG_Fezf2lslFlpAnteriorMoPOrofacial_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180605_WG_Tle4lslFlpRPCFA_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180628_HK_RP_PlexinD1PLA20female_	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180702_A022_WG_PlexinD1V1female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180706_HK023_WG_PlxnD1lslFlpA1Female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180722_WG_PlxnD1lslFlpCFA1_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180725_HK_RP_PlexinD1_TEa_A29_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180730_WG010_PlxnD1_CFA_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180804_KM_AdcyapLSLflpABCmale	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180806_JH_KM0004_FezfLSLflpABCmale	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180807_JH_KM0005_PlexinLSLflpABCmale_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180809_JH_WG_KM0006_Fezf2lslflpABC_male_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180816_JH_WG_Tle4LSLFlpNPCfa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180820_JH_KM0008_AdcyapLSLflpABCmale	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180828_JH_HK34_Fezf2LSLflp_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180830_JH_WG_Fezf2LSLflp_CFA_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180831_JH_HK35_Fezf2LSLflp_ACAv_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180905_JH_HK37_PlexinD1LSLflp_CFA_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180911_JH_WG_Tle4LSLflp_SspBfd_female_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180912_JH_HK38_Fezf2LSLflp_V1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180913_JH_HK40_Fezf2LSLflp_V2M_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	180914_JH_HK42_Tle4LSLflp_RFA_male_processed	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181002_JH_WG_A_Fezf2LSLflp_CFA_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181003_JH_WG_B_Fezf2LSLflp_CFA3_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181004_JH_WG_PlexinD1LSLflp_CFA_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181009_JH_XA0001_PlexinD1LSLflp_AGT4_LMC_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181010_JH_XA0002_PlexinD1LSLflp_AGT5_LMC_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181011_JH_XA0003_Fezf2LSLflp_AGT4_LMC_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181012_JH_XA0004_Fezf2LSLflp_AGT5_LMC_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181015_JH_HK0043_Fezf2LSLflp_RSPd_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181025_JH_HK0054_PlexinD1LSLflp_RSPv_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181030_JH_HK0056_PlexinD1LSLflp_MOp_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181031_JH_HK0057_PlexinD1LSLflp_MOpM1_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181101_JH_HK0058_PlexinD1LSLflp_MOpFRH_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181105_JH_WG0004_Tle4LSLflp_HWD1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181106_JH_WG0005_Tle4LSLflp_HWD1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181107_JH_WG0002_Fezf2LSLflp_HWD1_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181112_JH_HK0060_PlexinD1LSLflp_MOs_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181114_JH_HK0062_Tle4LSLflp_MOp_LMC_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181115_JH_HK0063_Tle4LSLflp_MOp_FRH_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181127_JH_HK0019_Tle4LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181217_JH_HK0072_PlexinD1LSLflp_ORBvl_VO__male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	181220_JH_HK0076_PlexinD1LSLflp_SSp_S1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190102_JH_HK0077_PlexinD1LSLflp_ACAv_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190103_JH_HK0078_Tle4LSLflp_VISp_V1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190107_JH_HK0079_Tle4LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190108_JH_HK0080_Fezf2LSLflp_SSp_S1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190109_JH_HK0081_Fezf2LSLflp_VISa_parietalcortex_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190110_JH_HK0082_PlexinD1LSLflp_MOs_RFA_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190117_JH_HK0083_PlexinD1LSLflp_ORBl_LO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190118_JH_HK0084_Tle4LSLflp_AUDp_A1_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190122_JH_HK0085_Tle4LSLflp_TEa_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190123_JH_HK0086_PlexinD1LSLflp_SSs_S2_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190128_JH_HK0089_PlexinD1LSLflp_TEa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190129_JH_HK0090_PlexinD1LSLflp_CA1_hippocampus_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190204_JH_HK0092_Tle4LSLflp_TEa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190206_JH_HK0095_Foxp2_SSp_S1_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190207_JH_HK0099_Tle4LSLflp_MOp_CFA_	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190208_JH_HK0114_FoxP2LSLflp_VISa_parietal_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190212_JH_HK0100_Tle4LSLflp_SSp_CFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190212_JH_HK0116_Tle4LSLflp_ORBm_MO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190213_JH_HK0101_Fezf2LSLflp_ORBvl_VO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190214_JH_HK0102_Fezf2LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190215_JH_HK0103_Fezf2LSLflp_SSs_S2_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190216_JH_HK0145_Fezf2LSLflp_PL_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190219_JH_HK0104_Fezf2LSLflp_TEa_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190220_JH_HK0107_FezfLSLflp_VISpm_V2M_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190225_JH_HK0109_FezF2LSLflp_AUDp_A1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190226_JH_HK0110_Fezf2LSLflp_TEa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190301_JH_HK0111_FezfLSLflp_ORBl_LO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190304_JH_HK0112_Tle4LSLflp_SSs_S2_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190306_JH_HK0113_Tle4LSLflp_VISp_V1_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190311_JH_HK0115_Tle4LSLflp_RSPd_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190313_JH_HK0117_Tle4LSLflp_SSp_CFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190314_JH_HK0118_Tle4_LSLflp_MOp_RFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190315_JH_HK0119_PlexinD1LSLflp_MOp_RFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190318_JH_HK0120_PlexinD1LSLflp_SSp_CFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190319_JH_HK0121_PlexinD1LSLflp_VISp_parietal_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190320_JH_HK0122_PlexinD1LSLflp_AUD_A1_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190321_JH_HK0125_PlexinD1LSLflp_VISpm_V2M_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190322_JH_HK0126_PlexinD1LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190325_JH_HK0127_FoxP2MOp_RFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190326_JH_HK0128_FoxP2_SSp_CFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190329_JH_HK0129_PlexinD1LSLflp_MOs_RG_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190422_JH_HK0131_PlexinD1LSLflp_SSp_S1forelimb_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190424_JH_HK0132_PlexinD1LSLlfp_SSp_S1hindlimb_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190425_JH_HK0133_PlexinD1LSLflp_PL_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190426_JH_HK0134_PlexinD1LSLflp_MOs_RFA_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190430_JH_HK0138_Fezf2LSLfpl_ENTl_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190502_JH_HK0141_PlexinD1LSLflp_SSp_CFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190513_JH_HK0146_Fezf2LSLflp_TEa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190514_JH_HK0144_Tle4LSLflp_TEa_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190522_JH_HK0148_Fezf2LSLflp_RSPv_restrosplenial_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190523_JH_HK0152_PlexinD1LSLflp_ORBl_LO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190528_JH_HK0153_PlexinD1LSLflp_RSPv_retrosplenial_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190531_JH_HK0154_PlexinD1LSLflp_ORB_MO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190604_JH_HK0155_PlexinD1LSLflp_AId_Insula_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190607_JH_HK0158_Tle4LSLflp_MOp_RFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190610_JH_HK0162_Tle4LSLflp_ORBl_VLO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190611_JH_HK0159_Tle4LSLflp_SSp_S1hindlimb_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190613_JH_HK0163_Tle4LSLflp_ACAd_cingulate_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190618_JH_HK0165_Tle4LSLflp_MOs_M2_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190620_JH_HK0166_Tle4LSLflp_SSp_FRT_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190624_JH_HK0168_PlexinD1LSLflp_VLSl_V2L_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190625_JH_HK0169_PlexinD1LSLflp_SSs_S2_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190626_JH_HK0172_Fezf2LSLflp_VLSl_V2L_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190628_JH_HK0178_Fezf2LSLflp_VISa_parietal_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190702_JH_HK0181_PlexinD1LSLflp_MOp_RFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190708_JH_HK0182_PlexinD1LSLflp_SSp_CFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190710_JH_HK0187_Fezf2LSLflp_ACAv_cingulate_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190717_JH_HK0191_PlexinD1LSLflp_PERI_perirhinal_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190718_JH_HK0192_PlexinD1LSLflp_PERI_perirhinal_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190720_JH_HK0194_PlexinD1LSLflp_MOp_CFA_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190723_JH_HK0195_FoxP2_MOp_RFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190724_JH_HK0196_FoxP2_SSp_CFO_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190805_JH_HK0199_PlexinD1LSLflp_MOp_FRT_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190806_JH_HK0200_PlexinD1LSLflp_SSp_S1hindlimb_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190809_JH_HK0202_PlexinD1LSLflp_MOp_RFO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190812_JH_HK0204_Fezf2LSLflp_ORBl_VLO_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190820_JH_HK0207_Fezf2LSLflp_ENTl_entorhinal_female	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190823_JH_HK0208_PlexinD1LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190826_JH_HK0209_Fezf2LSLflp_PL_male	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	190827_JH_HK0213_PlexinD1LSLflp_MOs_RFA_male	cfde_id_namespace_id:BCDC	
