biosample_id_namespace	biosample_id	subject_id_namespace	subject_id
cfde_id_namespace_id:BCDC	SW190520-03A	cfde_id_namespace_id:BCDC	SW190520-03A
cfde_id_namespace_id:BCDC	SW190520-04A	cfde_id_namespace_id:BCDC	SW190520-04A
cfde_id_namespace_id:BCDC	SW190531-02A	cfde_id_namespace_id:BCDC	SW190531-02A
cfde_id_namespace_id:BCDC	SW190531-03A	cfde_id_namespace_id:BCDC	SW190531-03A
cfde_id_namespace_id:BCDC	SW190531-04A	cfde_id_namespace_id:BCDC	SW190531-04A
cfde_id_namespace_id:BCDC	SW190606-01A	cfde_id_namespace_id:BCDC	SW190606-01A
cfde_id_namespace_id:BCDC	SW190606-02A	cfde_id_namespace_id:BCDC	SW190606-02A
cfde_id_namespace_id:BCDC	SW190606-03A	cfde_id_namespace_id:BCDC	SW190606-03A
cfde_id_namespace_id:BCDC	SW190606-04A	cfde_id_namespace_id:BCDC	SW190606-04A
cfde_id_namespace_id:BCDC	SW190607-07A	cfde_id_namespace_id:BCDC	SW190607-07A
cfde_id_namespace_id:BCDC	SW190607-08A	cfde_id_namespace_id:BCDC	SW190607-08A
cfde_id_namespace_id:BCDC	SW190607-10A	cfde_id_namespace_id:BCDC	SW190607-10A
cfde_id_namespace_id:BCDC	SW190621-01A	cfde_id_namespace_id:BCDC	SW190621-01A
cfde_id_namespace_id:BCDC	SW190621-02A	cfde_id_namespace_id:BCDC	SW190621-02A
cfde_id_namespace_id:BCDC	SW190627-01A	cfde_id_namespace_id:BCDC	SW190627-01A
cfde_id_namespace_id:BCDC	SW190627-02A	cfde_id_namespace_id:BCDC	SW190627-02A
cfde_id_namespace_id:BCDC	SW190711-01A	cfde_id_namespace_id:BCDC	SW190711-01A
cfde_id_namespace_id:BCDC	SW190711-03A	cfde_id_namespace_id:BCDC	SW190711-03A
cfde_id_namespace_id:BCDC	SW190711-07A	cfde_id_namespace_id:BCDC	SW190711-07A
cfde_id_namespace_id:BCDC	SW190712-01A	cfde_id_namespace_id:BCDC	SW190712-01A
cfde_id_namespace_id:BCDC	SW190712-02A	cfde_id_namespace_id:BCDC	SW190712-02A
cfde_id_namespace_id:BCDC	SW190716-07A	cfde_id_namespace_id:BCDC	SW190716-07A
cfde_id_namespace_id:BCDC	SW190716-08A	cfde_id_namespace_id:BCDC	SW190716-08A
cfde_id_namespace_id:BCDC	SW190716-09A	cfde_id_namespace_id:BCDC	SW190716-09A
cfde_id_namespace_id:BCDC	SW190716-10A	cfde_id_namespace_id:BCDC	SW190716-10A
cfde_id_namespace_id:BCDC	SW190719-01A	cfde_id_namespace_id:BCDC	SW190719-01A
cfde_id_namespace_id:BCDC	SW190723-07A	cfde_id_namespace_id:BCDC	SW190723-07A
cfde_id_namespace_id:BCDC	SW190723-08A	cfde_id_namespace_id:BCDC	SW190723-08A
cfde_id_namespace_id:BCDC	SW190723-09A	cfde_id_namespace_id:BCDC	SW190723-09A
cfde_id_namespace_id:BCDC	SW190723-10A	cfde_id_namespace_id:BCDC	SW190723-10A
cfde_id_namespace_id:BCDC	SW190809-01A	cfde_id_namespace_id:BCDC	SW190809-01A
cfde_id_namespace_id:BCDC	SW190809-02A	cfde_id_namespace_id:BCDC	SW190809-02A
cfde_id_namespace_id:BCDC	SW190809-03A	cfde_id_namespace_id:BCDC	SW190809-03A
cfde_id_namespace_id:BCDC	SW190816-01A	cfde_id_namespace_id:BCDC	SW190816-01A
cfde_id_namespace_id:BCDC	SW190816-02A	cfde_id_namespace_id:BCDC	SW190816-02A
cfde_id_namespace_id:BCDC	SW190816-03A	cfde_id_namespace_id:BCDC	SW190816-03A
cfde_id_namespace_id:BCDC	SW191003-02A	cfde_id_namespace_id:BCDC	SW191003-02A
cfde_id_namespace_id:BCDC	SW191014-01A	cfde_id_namespace_id:BCDC	SW191014-01A
cfde_id_namespace_id:BCDC	SW191014-02A	cfde_id_namespace_id:BCDC	SW191014-02A
cfde_id_namespace_id:BCDC	SW191014-03A	cfde_id_namespace_id:BCDC	SW191014-03A
cfde_id_namespace_id:BCDC	SW191014-04A	cfde_id_namespace_id:BCDC	SW191014-04A
cfde_id_namespace_id:BCDC	SW191119-01A	cfde_id_namespace_id:BCDC	SW191119-01A
cfde_id_namespace_id:BCDC	SW191119-02A	cfde_id_namespace_id:BCDC	SW191119-02A
cfde_id_namespace_id:BCDC	SW191203-01A	cfde_id_namespace_id:BCDC	SW191203-01A
cfde_id_namespace_id:BCDC	SW191203-03A	cfde_id_namespace_id:BCDC	SW191203-03A
cfde_id_namespace_id:BCDC	SW200116-03A	cfde_id_namespace_id:BCDC	SW200116-03A
cfde_id_namespace_id:BCDC	SW200121-01A	cfde_id_namespace_id:BCDC	SW200121-01A
cfde_id_namespace_id:BCDC	SW200121-02A	cfde_id_namespace_id:BCDC	SW200121-02A
cfde_id_namespace_id:BCDC	SW200123-01A	cfde_id_namespace_id:BCDC	SW200123-01A
cfde_id_namespace_id:BCDC	SW200123-02A	cfde_id_namespace_id:BCDC	SW200123-02A
cfde_id_namespace_id:BCDC	SW190321-02A	cfde_id_namespace_id:BCDC	SW190321-02A
cfde_id_namespace_id:BCDC	SW190321-05A	cfde_id_namespace_id:BCDC	SW190321-05A
cfde_id_namespace_id:BCDC	SW190321-06A	cfde_id_namespace_id:BCDC	SW190321-06A
cfde_id_namespace_id:BCDC	SW190801-01A	cfde_id_namespace_id:BCDC	SW190801-01A
cfde_id_namespace_id:BCDC	SW190801-02A	cfde_id_namespace_id:BCDC	SW190801-02A
cfde_id_namespace_id:BCDC	SW190801-03A	cfde_id_namespace_id:BCDC	SW190801-03A
cfde_id_namespace_id:BCDC	SW190801-04A	cfde_id_namespace_id:BCDC	SW190801-04A
cfde_id_namespace_id:BCDC	SW190808-02A	cfde_id_namespace_id:BCDC	SW190808-02A
cfde_id_namespace_id:BCDC	SW190808-03A	cfde_id_namespace_id:BCDC	SW190808-03A
cfde_id_namespace_id:BCDC	SW190808-04A	cfde_id_namespace_id:BCDC	SW190808-04A
cfde_id_namespace_id:BCDC	SW190808-05A	cfde_id_namespace_id:BCDC	SW190808-05A
cfde_id_namespace_id:BCDC	SW190808-06A	cfde_id_namespace_id:BCDC	SW190808-06A
cfde_id_namespace_id:BCDC	SW190809-07A	cfde_id_namespace_id:BCDC	SW190809-07A
cfde_id_namespace_id:BCDC	SW190809-08A	cfde_id_namespace_id:BCDC	SW190809-08A
cfde_id_namespace_id:BCDC	SW190809-09A	cfde_id_namespace_id:BCDC	SW190809-09A
cfde_id_namespace_id:BCDC	SW190813-01A	cfde_id_namespace_id:BCDC	SW190813-01A
cfde_id_namespace_id:BCDC	SW190813-03A	cfde_id_namespace_id:BCDC	SW190813-03A
cfde_id_namespace_id:BCDC	SW190813-04A	cfde_id_namespace_id:BCDC	SW190813-04A
cfde_id_namespace_id:BCDC	SW190905-01A	cfde_id_namespace_id:BCDC	SW190905-01A
cfde_id_namespace_id:BCDC	SW190905-02A	cfde_id_namespace_id:BCDC	SW190905-02A
cfde_id_namespace_id:BCDC	SW190905-03A	cfde_id_namespace_id:BCDC	SW190905-03A
cfde_id_namespace_id:BCDC	SW190905-04A	cfde_id_namespace_id:BCDC	SW190905-04A
cfde_id_namespace_id:BCDC	SW190905-05A	cfde_id_namespace_id:BCDC	SW190905-05A
cfde_id_namespace_id:BCDC	SW190905-06A	cfde_id_namespace_id:BCDC	SW190905-06A
cfde_id_namespace_id:BCDC	SW190910-02A	cfde_id_namespace_id:BCDC	SW190910-02A
cfde_id_namespace_id:BCDC	SW190910-03A	cfde_id_namespace_id:BCDC	SW190910-03A
cfde_id_namespace_id:BCDC	SW190927-01A	cfde_id_namespace_id:BCDC	SW190927-01A
cfde_id_namespace_id:BCDC	SW190927-02A	cfde_id_namespace_id:BCDC	SW190927-02A
cfde_id_namespace_id:BCDC	SW191001-01A	cfde_id_namespace_id:BCDC	SW191001-01A
cfde_id_namespace_id:BCDC	SW191001-02A	cfde_id_namespace_id:BCDC	SW191001-02A
cfde_id_namespace_id:BCDC	SW191001-03A	cfde_id_namespace_id:BCDC	SW191001-03A
cfde_id_namespace_id:BCDC	SW191001-04A	cfde_id_namespace_id:BCDC	SW191001-04A
cfde_id_namespace_id:BCDC	SW191001-05A	cfde_id_namespace_id:BCDC	SW191001-05A
cfde_id_namespace_id:BCDC	SW191015-01A	cfde_id_namespace_id:BCDC	SW191015-01A
cfde_id_namespace_id:BCDC	SW191015-04A	cfde_id_namespace_id:BCDC	SW191015-04A
cfde_id_namespace_id:BCDC	SW191015-05A	cfde_id_namespace_id:BCDC	SW191015-05A
cfde_id_namespace_id:BCDC	SW191017-01A	cfde_id_namespace_id:BCDC	SW191017-01A
cfde_id_namespace_id:BCDC	SW191017-02A	cfde_id_namespace_id:BCDC	SW191017-02A
cfde_id_namespace_id:BCDC	SW191210-03A	cfde_id_namespace_id:BCDC	SW191210-03A
cfde_id_namespace_id:BCDC	SW191210-04A	cfde_id_namespace_id:BCDC	SW191210-04A
cfde_id_namespace_id:BCDC	SW191210-05A	cfde_id_namespace_id:BCDC	SW191210-05A
cfde_id_namespace_id:BCDC	SW191212-05A	cfde_id_namespace_id:BCDC	SW191212-05A
cfde_id_namespace_id:BCDC	SW200107-01A	cfde_id_namespace_id:BCDC	SW200107-01A
cfde_id_namespace_id:BCDC	SW200107-03A	cfde_id_namespace_id:BCDC	SW200107-03A
cfde_id_namespace_id:BCDC	SW200108-05A	cfde_id_namespace_id:BCDC	SW200108-05A
cfde_id_namespace_id:BCDC	CEMBA171206_3C	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA171207_3C	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA171212_4B	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA171213_4B	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA171214_4D	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA171219_4D	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180104_4B	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180105_3F	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180109_3F	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180110_4E	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180111_4E	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180118_1B	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180119_1B	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180123_2A	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180129_3A	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180130_3A	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180205_4A	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180206_4A	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180208_1C	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180212_1C	cfde_id_namespace_id:BCDC	
cfde_id_namespace_id:BCDC	CEMBA180213_1B	cfde_id_namespace_id:BCDC	
